ticket_id,created_at,customer_name,customer_segment,plan_type,arr_band,priority,status,channel,subject,description,product_area,sentiment,csat_score,first_response_hours,resolution_hours,bot_solvable_label
TCK-1513,2026-03-02,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Core Platform,Positive,4,1.9,69.5,product_bug
TCK-1514,2026-02-15,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Automation,Positive,5,4.9,32.8,human_required
TCK-1515,2026-05-26,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Critical,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Core Platform,Very Negative,1,0.7,69.4,product_bug
TCK-1516,2026-03-27,Summit Legal,Mid-Market,Pro,$50K-$100K,High,In Progress,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Analytics,Negative,2,3.2,39.0,product_bug
TCK-1517,2026-02-20,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Escalated,Slack Connect,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Product,Neutral,3,3.3,60.5,feature_request
TCK-1518,2026-01-21,HarborCloud,Enterprise,Enterprise,$250K-$500K,Low,Closed,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Billing,Positive,5,5.8,19.7,bot_solvable
TCK-1519,2026-03-28,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Automation,Positive,5,3.8,80.2,human_required
TCK-1520,2026-03-22,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,Closed,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Billing,Neutral,3,5.5,39.9,bot_solvable
TCK-1521,2026-05-14,Cobalt Labs,Startup,Starter,<$25K,Low,Closed,Chat,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Onboarding,Positive,4,7.7,20.0,bot_solvable
TCK-1522,2026-01-21,Summit Legal,Mid-Market,Pro,$50K-$100K,Critical,Open,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Core Platform,Very Negative,1,1.0,79.8,product_bug
TCK-1523,2026-04-12,OrbitOps,Mid-Market,Growth,$100K-$250K,Critical,Open,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Very Negative,1,0.9,79.3,product_bug
TCK-1524,2026-03-14,Evergreen Health,Enterprise,Enterprise,$250K-$500K,High,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Core Platform,Negative,2,4.8,20.8,product_bug
TCK-1525,2026-03-25,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Positive,5,8.4,55.4,bot_solvable
TCK-1526,2026-04-27,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Positive,5,4.0,58.5,human_required
TCK-1527,2026-02-28,Cobalt Labs,Startup,Starter,<$25K,Critical,Closed,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Integrations,Negative,2,3.8,18.6,human_required
TCK-1528,2026-02-04,Northstar Analytics,Enterprise,Enterprise,$500K+,High,In Progress,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Integrations,Positive,4,0.3,77.9,human_required
TCK-1529,2026-04-21,Evergreen Health,Enterprise,Enterprise,$250K-$500K,High,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Very Negative,1,5.0,22.5,product_bug
TCK-1530,2026-04-10,Nimbus Retail,SMB,Pro,$25K-$50K,High,In Progress,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Very Negative,1,3.9,25.5,product_bug
TCK-1531,2026-05-17,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Security,Negative,2,1.8,27.5,bot_solvable
TCK-1532,2026-05-06,Finchly,SMB,Starter,<$25K,Medium,In Progress,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Billing,Neutral,3,0.6,46.5,bot_solvable
TCK-1533,2026-02-02,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Negative,2,2.2,16.6,product_bug
TCK-1534,2026-03-21,LumaHR,Mid-Market,Pro,$50K-$100K,Low,Escalated,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Billing,Positive,5,6.3,10.9,bot_solvable
TCK-1535,2026-04-11,BrightCart,Mid-Market,Growth,$100K-$250K,Critical,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Analytics,Very Negative,1,1.9,72.9,product_bug
TCK-1536,2026-03-05,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Positive,4,2.4,86.0,product_bug
TCK-1537,2026-01-25,Atlas Security,Enterprise,Enterprise,$500K+,Low,Closed,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Onboarding,Positive,4,4.4,62.3,bot_solvable
TCK-1538,2026-01-11,Cobalt Labs,Startup,Starter,<$25K,Critical,In Progress,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Analytics,Negative,2,1.9,76.7,product_bug
TCK-1539,2026-04-22,Acme Finance,Enterprise,Enterprise,$500K+,High,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Negative,2,5.3,39.8,product_bug
TCK-1540,2026-05-02,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,In Progress,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Product,Negative,2,2.4,45.4,feature_request
TCK-1541,2026-04-02,Summit Legal,Mid-Market,Pro,$50K-$100K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Analytics,Very Negative,1,1.3,22.4,product_bug
TCK-1542,2026-01-06,Atlas Security,Enterprise,Enterprise,$500K+,Low,In Progress,Slack Connect,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Onboarding,Positive,4,2.4,7.6,bot_solvable
